Protein IDs,Majority protein IDs,Gene names,Protein names,Peptides,Sequence coverage [%],Mol. weight [kDa]
Q9UM00,Q9UM00,TMCO1,Transmembrane and coiled-coil domain-containing protein 1,1,7.4,21.175
Q9UM13,Q9UM13,ANAPC10,Anaphase-promoting complex subunit 10,3,18.9,21.252
Q9UM19,Q9UM19,HPCAL4,Hippocalcin-like protein 4,2,13.1,22.202
Q9UM22,Q9UM22,EPDR1,Mammalian ependymin-related protein 1,5,24.1,25.437
Q9UM47,Q9UM47,NOTCH3,Neurogenic locus notch homolog protein 3;Notch 3 extracellular truncation;Notch 3 intracellular domain,3,2.2,243.63
Q9UM54,Q9UM54,MYO6,Unconventional myosin-VI,37,35.4,149.69
Q9UMR2,Q9UMR2,DDX19B,ATP-dependent RNA helicase DDX19B,18,51.6,53.926
Q9UMR5,Q9UMR5,PPT2,Lysosomal thioesterase PPT2,1,6.0,34.225
Q9UMS0,Q9UMS0,NFU1,"NFU1 iron-sulfur cluster scaffold homolog, mitochondrial",4,22.0,28.462
Q9UMS4,Q9UMS4,PRPF19,Pre-mRNA-processing factor 19,15,50.8,55.18
Q9UMX0,Q9UMX0,UBQLN1,Ubiquilin-1,7,17.3,62.518
Q9UMX1,Q9UMX1,SUFU,Suppressor of fused homolog,3,8.9,53.946
Q9UMX5,Q9UMX5,NENF,Neudesin,7,55.8,18.856
Q9UMY1,Q9UMY1,NOL7,Nucleolar protein 7,2,6.2,29.426
Q9UMY4,Q9UMY4,SNX12,Sorting nexin-12,7,25.0,19.73
Q9UMZ2,Q9UMZ2,SYNRG,Synergin gamma,11,13.8,140.65
Q9UN36,Q9UN36,NDRG2,Protein NDRG2,2,6.5,40.798
Q9UN37;Q6PIW4,Q9UN37,VPS4A,Vacuolar protein sorting-associated protein 4A,12,33.2,48.897
Q9UN74,Q9UN74,PCDHA4,Protocadherin alpha-4,3,4.1,102.29
Q9UN81,Q9UN81,L1RE1,LINE-1 retrotransposable element ORF1 protein,4,14.2,40.055
Q9UN86,Q9UN86,G3BP2,Ras GTPase-activating protein-binding protein 2,15,35.9,54.12
Q9UNA4,Q9UNA4,POLI,DNA polymerase iota,1,1.9,83.005
Q9UNE7,Q9UNE7,STUB1,E3 ubiquitin-protein ligase CHIP,9,35.0,34.856
Q9UNF0,Q9UNF0,PACSIN2,Protein kinase C and casein kinase substrate in neurons protein 2,15,39.5,55.738
Q9UNF1;Q12816,Q9UNF1,MAGED2,Melanoma-associated antigen D2,13,28.7,64.953
Q9UNH6,Q9UNH6,SNX7,Sorting nexin-7,3,9.8,45.302
Q9UNH7;Q86XE0,Q9UNH7,SNX6,"Sorting nexin-6;Sorting nexin-6, N-terminally processed",17,42.6,46.648
Q9UNI6,Q9UNI6,DUSP12,Dual specificity protein phosphatase 12,4,14.4,37.687
Q9UNK0,Q9UNK0,STX8,Syntaxin-8,4,17.8,26.906
Q9UNL2,Q9UNL2,SSR3,Translocon-associated protein subunit gamma,2,10.3,21.08
Q9UNM6,Q9UNM6,PSMD13,26S proteasome non-ATPase regulatory subunit 13,18,52.9,42.945
Q9UNN5,Q9UNN5,FAF1,FAS-associated factor 1,5,6.3,73.953
Q9UNP9,Q9UNP9,PPIE,Peptidyl-prolyl cis-trans isomerase E,3,9.0,33.43
Q9UNQ2,Q9UNQ2,DIMT1,Probable dimethyladenosine transferase,7,26.5,35.236
Q9UNS1,Q9UNS1,TIMELESS,Protein timeless homolog,3,3.3,138.66
Q9UNS2,Q9UNS2,COPS3,COP9 signalosome complex subunit 3,14,42.8,47.873
Q9UNW1,Q9UNW1,MINPP1,Multiple inositol polyphosphate phosphatase 1,6,15.8,55.051
Q9UNW9,Q9UNW9,NOVA2,RNA-binding protein Nova-2,10,28.3,49.008
Q9UNX3,Q9UNX3,RPL26L1,60S ribosomal protein L26-like 1,10,45.5,17.256
Q9UNX4,Q9UNX4,WDR3,WD repeat-containing protein 3,11,14.2,106.1
Q9UNY4,Q9UNY4,TTF2,Transcription termination factor 2,4,4.5,129.59
Q9UNZ2,Q9UNZ2,NSFL1C,NSFL1 cofactor p47,10,32.4,40.572
Q9UP38,Q9UP38,FZD1,Frizzled-1,2,3.6,71.158
Q9UP83,Q9UP83,COG5,Conserved oligomeric Golgi complex subunit 5,8,11.3,92.742
Q9UP95;Q9UHW9,Q9UP95,SLC12A4,Solute carrier family 12 member 4,4,4.1,120.65
Q9UPM8,Q9UPM8,AP4E1,AP-4 complex subunit epsilon-1,4,4.0,127.29
Q9UPN3,Q9UPN3,MACF1,"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5",133,22.9,838.3
Q9UPN6,Q9UPN6,SCAF8,Protein SCAF8,6,5.6,140.52
Q9UPN7,Q9UPN7,PPP6R1,Serine/threonine-protein phosphatase 6 regulatory subunit 1,7,18.4,96.723
Q9UPN9,Q9UPN9,TRIM33,E3 ubiquitin-protein ligase TRIM33,10,11.4,122.53
Q9UPP1,Q9UPP1,PHF8,Histone lysine demethylase PHF8,3,3.3,117.86
Q9UPQ0,Q9UPQ0,LIMCH1,LIM and calponin homology domains-containing protein 1,25,34.1,121.87
Q9UPQ3,Q9UPQ3,AGAP1,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1",2,2.8,94.469
Q9UPQ9,Q9UPQ9,TNRC6B,Trinucleotide repeat-containing gene 6B protein,7,6.4,194.0
Q9UPT5,Q9UPT5,EXOC7,Exocyst complex component 7,20,35.2,83.381
Q9UPT6,Q9UPT6,MAPK8IP3,C-Jun-amino-terminal kinase-interacting protein 3,6,6.4,147.46
Q9UPT8,Q9UPT8,ZC3H4,Zinc finger CCCH domain-containing protein 4,4,4.5,140.26
Q9UPT9;A6NNY8,Q9UPT9;A6NNY8,USP22;USP27X,Ubiquitin carboxyl-terminal hydrolase 22;Ubiquitin carboxyl-terminal hydrolase 27,2,4.6,59.96
Q9UPU5,Q9UPU5,USP24,Ubiquitin carboxyl-terminal hydrolase 24,11,4.8,294.36
Q9UPV9,Q9UPV9,TRAK1,Trafficking kinesin-binding protein 1,2,3.5,106.04
Q9UPW5,Q9UPW5,AGTPBP1,Cytosolic carboxypeptidase 1,15,16.1,138.45
Q9UPX8,Q9UPX8,SHANK2,SH3 and multiple ankyrin repeat domains protein 2,3,2.7,158.82
Q9UPY3,Q9UPY3,DICER1,Endoribonuclease Dicer,19,13.2,218.68
Q9UPY8,Q9UPY8,MAPRE3,Microtubule-associated protein RP/EB family member 3,10,34.2,31.982
Q9UPZ6,Q9UPZ6,THSD7A,Thrombospondin type-1 domain-containing protein 7A,2,1.8,185.36
Q9UQ03,Q9UQ03,CORO2B,Coronin-2B,14,31.7,54.953
Q9UQ13,Q9UQ13,SHOC2,Leucine-rich repeat protein SHOC-2,4,7.4,64.887
Q9UQ16,Q9UQ16,DNM3,Dynamin-3,20,25.7,97.745
Q9UQ35,Q9UQ35,SRRM2,Serine/arginine repetitive matrix protein 2,28,16.2,299.61
Q9UQ53,Q9UQ53,MGAT4B,"Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B",2,3.3,63.198
Q9UQ80,Q9UQ80,PA2G4,Proliferation-associated protein 2G4,24,62.2,43.786
Q9UQ88,Q9UQ88,CDK11A,Cyclin-dependent kinase 11A,12,20.2,91.361
Q9UQ90,Q9UQ90,SPG7,Paraplegin,5,6.2,88.234
Q9UQB3,Q9UQB3,CTNND2,Catenin delta-2,8,9.8,132.65
Q9UQB8,Q9UQB8,BAIAP2,Brain-specific angiogenesis inhibitor 1-associated protein 2,18,43.7,60.867
Q9UQC2,Q9UQC2,GAB2,GRB2-associated-binding protein 2,2,3.8,74.457
Q9UQE7,Q9UQE7,SMC3,Structural maintenance of chromosomes protein 3,29,26.5,141.54
Q9UQF2,Q9UQF2,MAPK8IP1,C-Jun-amino-terminal kinase-interacting protein 1,3,4.4,77.523
Q9UQM7,Q9UQM7,CAMK2A,Calcium/calmodulin-dependent protein kinase type II subunit alpha,6,14.6,54.087
Q9UQN3,Q9UQN3,CHMP2B,Charged multivesicular body protein 2b,4,14.1,23.906
Q9UQR0,Q9UQR0,SCML2,Sex comb on midleg-like protein 2,9,19.3,77.256
Q9UQR1,Q9UQR1,ZNF148,Zinc finger protein 148,1,2.3,88.975
Q9Y217,Q9Y217,MTMR6,Myotubularin-related protein 6,9,20.3,71.967
Q9Y221,Q9Y221,NIP7,60S ribosome subunit biogenesis protein NIP7 homolog,3,27.8,20.462
Q9Y222,Q9Y222,DMTF1,Cyclin-D-binding Myb-like transcription factor 1,2,2.2,84.47
Q9Y223,Q9Y223,GNE,Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase;UDP-N-acetylglucosamine 2-epimerase (hydrolyzing);N-acetylmannosamine kinase,10,14.8,79.274
Q9Y224,Q9Y224,C14orf166,UPF0568 protein C14orf166,11,49.6,28.068
Q9Y230,Q9Y230,RUVBL2,RuvB-like 2,26,57.0,51.156
Q9Y232,Q9Y232,CDYL,Chromodomain Y-like protein,5,12.9,66.481
Q9Y237,Q9Y237,PIN4,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4,3,32.1,13.81
Q9Y241,Q9Y241,HIGD1A,"HIG1 domain family member 1A, mitochondrial",1,19.4,10.143
Q9Y243,Q9Y243,AKT3,RAC-gamma serine/threonine-protein kinase,4,9.8,55.774
Q9Y244,Q9Y244,POMP,Proteasome maturation protein,2,17.0,15.789
Q9Y248,Q9Y248,GINS2,DNA replication complex GINS protein PSF2,4,29.2,21.427
Q9Y259,Q9Y259,CHKB,Choline/ethanolamine kinase,1,4.8,45.271
Q9Y262,Q9Y262,EIF3L,Eukaryotic translation initiation factor 3 subunit L,25,40.1,66.726
Q9Y263,Q9Y263,PLAA,Phospholipase A-2-activating protein,23,33.6,87.156
Q9Y265,Q9Y265,RUVBL1,RuvB-like 1,18,61.2,50.227
Q9Y266,Q9Y266,NUDC,Nuclear migration protein nudC,17,48.3,38.242
Q9Y272,Q9Y272,RASD1,Dexamethasone-induced Ras-related protein 1,1,2.5,31.642
Q9Y276,Q9Y276,BCS1L,Mitochondrial chaperone BCS1,6,16.5,47.534
Q9Y277,Q9Y277,VDAC3,Voltage-dependent anion-selective channel protein 3,11,49.1,30.658
Q9Y281,Q9Y281,CFL2,Cofilin-2,10,62.7,18.736
Q9Y282,Q9Y282,ERGIC3,Endoplasmic reticulum-Golgi intermediate compartment protein 3,4,18.0,43.222
Q9Y285,Q9Y285,FARSA,Phenylalanine--tRNA ligase alpha subunit,18,40.7,57.563
Q9Y287,Q9Y287,ITM2B,"Integral membrane protein 2B;BRI2, membrane form;BRI2 intracellular domain;BRI2C, soluble form;Bri23 peptide",3,13.9,30.338
Q9Y291,Q9Y291,MRPS33,"28S ribosomal protein S33, mitochondrial",3,28.3,12.629
Q9Y294,Q9Y294,ASF1A,Histone chaperone ASF1A,2,17.6,22.968
Q9Y295,Q9Y295,DRG1,Developmentally-regulated GTP-binding protein 1,13,40.9,40.542
Q9Y296,Q9Y296,TRAPPC4,Trafficking protein particle complex subunit 4,7,36.1,24.34
Q9Y2A7,Q9Y2A7,NCKAP1,Nck-associated protein 1,19,20.3,128.79
Q9Y2B0,Q9Y2B0,CNPY2,Protein canopy homolog 2,6,39.6,20.652
Q9Y2B9,Q9Y2B9,PKIG,cAMP-dependent protein kinase inhibitor gamma,3,53.9,7.9104
Q9Y2C4,Q9Y2C4,EXOG,"Nuclease EXOG, mitochondrial",6,23.1,41.084
Q9Y2D4,Q9Y2D4,EXOC6B,Exocyst complex component 6B,15,25.0,94.2
Q9Y2D5,Q9Y2D5,AKAP2,A-kinase anchor protein 2,5,9.1,94.659
Q9Y2D9;Q9UFB7,Q9Y2D9;Q9UFB7,ZNF652;ZBTB47,Zinc finger protein 652;Zinc finger and BTB domain-containing protein 47,2,3.0,69.743
Q9Y2E4,Q9Y2E4,DIP2C,Disco-interacting protein 2 homolog C,12,9.0,170.77
Q9Y2E5,Q9Y2E5,MAN2B2,Epididymis-specific alpha-mannosidase,8,9.9,113.98
Q9Y2G0,Q9Y2G0,EFR3B,Protein EFR3 homolog B,4,7.2,92.486
Q9Y2G5,Q9Y2G5,POFUT2,GDP-fucose protein O-fucosyltransferase 2,3,10.0,49.975
Q9Y2G8,Q9Y2G8,DNAJC16,DnaJ homolog subfamily C member 16,5,7.9,90.59
Q9Y2H0,Q9Y2H0,DLGAP4,Disks large-associated protein 4,10,14.0,108.01
Q9Y2H1,Q9Y2H1,STK38L,Serine/threonine-protein kinase 38-like,6,15.3,54.002
Q9Y2H2,Q9Y2H2,INPP5F,Phosphatidylinositide phosphatase SAC2,10,10.9,128.41
Q9Y2H6,Q9Y2H6,FNDC3A,Fibronectin type-III domain-containing protein 3A,21,24.9,131.85
Q9Y2I1,Q9Y2I1,NISCH,Nischarin,4,2.6,166.63
Q9Y2I7,Q9Y2I7,PIKFYVE,1-phosphatidylinositol 3-phosphate 5-kinase,10,5.1,237.13
Q9Y2I8,Q9Y2I8,WDR37,WD repeat-containing protein 37,6,13.6,54.665
Q9Y2I9,Q9Y2I9,TBC1D30,TBC1 domain family member 30,2,2.2,102.74
Q9Y2J2,Q9Y2J2,EPB41L3,"Band 4.1-like protein 3;Band 4.1-like protein 3, N-terminally processed",34,37.7,120.68
Q9Y2K2,Q9Y2K2,SIK3,Serine/threonine-protein kinase SIK3,3,4.5,144.85
Q9Y2K5,Q9Y2K5,R3HDM2,R3H domain-containing protein 2,1,1.1,107.0
Q9Y2K7,Q9Y2K7,KDM2A,Lysine-specific demethylase 2A,1,1.1,132.79
Q9Y2L1,Q9Y2L1,DIS3,Exosome complex exonuclease RRP44,21,26.9,109.0
Q9Y2L5,Q9Y2L5,TRAPPC8,Trafficking protein particle complex subunit 8,5,3.1,161.0
Q9Y2L9,Q9Y2L9,LRCH1,Leucine-rich repeat and calponin homology domain-containing protein 1,2,3.6,80.874
Q9Y2P8,Q9Y2P8,RCL1,RNA 3-terminal phosphate cyclase-like protein,5,15.8,40.842
Q9Y2Q0,Q9Y2Q0,ATP8A1,Phospholipid-transporting ATPase IA,7,7.0,131.37
Q9Y2Q3,Q9Y2Q3,GSTK1,Glutathione S-transferase kappa 1,7,34.5,25.497
Q9Y2Q5,Q9Y2Q5,LAMTOR2,Ragulator complex protein LAMTOR2,4,45.6,13.507
Q9Y2Q9,Q9Y2Q9,MRPS28,"28S ribosomal protein S28, mitochondrial",5,31.0,20.843
Q9Y2R0,Q9Y2R0,COA3,"Cytochrome c oxidase assembly factor 3 homolog, mitochondrial",4,27.4,11.731
Q9Y2R4,Q9Y2R4,DDX52,Probable ATP-dependent RNA helicase DDX52,3,8.2,67.497
Q9Y2R5,Q9Y2R5,MRPS17,"28S ribosomal protein S17, mitochondrial",6,60.0,14.502
Q9Y2R9,Q9Y2R9,MRPS7,"28S ribosomal protein S7, mitochondrial",9,39.3,28.134
Q9Y2S2,Q9Y2S2,CRYL1,Lambda-crystallin homolog,4,14.7,35.419
Q9Y2S7,Q9Y2S7,POLDIP2,Polymerase delta-interacting protein 2,6,17.1,42.033
Q9Y2T2,Q9Y2T2,AP3M1,AP-3 complex subunit mu-1,10,35.2,46.939
Q9Y2T3,Q9Y2T3,GDA,Guanine deaminase,2,5.5,51.002
Q9Y2U5,Q9Y2U5,MAP3K2,Mitogen-activated protein kinase kinase kinase 2,1,2.1,69.74
Q9Y2U8,Q9Y2U8,LEMD3,Inner nuclear membrane protein Man1,16,23.1,99.996
Q9Y2V0,Q9Y2V0,C15orf41,Uncharacterized protein C15orf41,1,3.9,32.264
Q9Y2V2,Q9Y2V2,CARHSP1,Calcium-regulated heat stable protein 1,5,65.3,15.892
Q9Y2V7,Q9Y2V7,COG6,Conserved oligomeric Golgi complex subunit 6,5,8.1,73.278
Q9Y2W1,Q9Y2W1,THRAP3,Thyroid hormone receptor-associated protein 3,21,24.9,108.66
Q9Y2W2,Q9Y2W2,WBP11,WW domain-binding protein 11,7,12.3,69.997
Q9Y2W6,Q9Y2W6,TDRKH,Tudor and KH domain-containing protein,7,15.7,62.045
Q9Y2X0,Q9Y2X0,MED16,Mediator of RNA polymerase II transcription subunit 16,2,3.4,96.792
Q9Y2X3,Q9Y2X3,NOP58,Nucleolar protein 58,24,52.6,59.578
Q9Y2X7,Q9Y2X7,GIT1,ARF GTPase-activating protein GIT1,14,26.7,84.34
Q9Y2X9,Q9Y2X9,ZNF281,Zinc finger protein 281,4,7.0,96.914
Q9Y2Y0,Q9Y2Y0,ARL2BP,ADP-ribosylation factor-like protein 2-binding protein,2,16.6,18.822
Q9Y2Z0,Q9Y2Z0,SUGT1,Suppressor of G2 allele of SKP1 homolog,17,54.8,41.024
Q9Y2Z2,Q9Y2Z2,MTO1,"Protein MTO1 homolog, mitochondrial",3,5.3,79.963
Q9Y2Z4,Q9Y2Z4,YARS2,"Tyrosine--tRNA ligase, mitochondrial",4,12.6,53.198
Q9Y2Z9,Q9Y2Z9,COQ6,"Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial",4,9.6,50.869
Q9Y303,Q9Y303,AMDHD2,Putative N-acetylglucosamine-6-phosphate deacetylase,2,5.4,43.747
Q9Y305,Q9Y305,ACOT9,"Acyl-coenzyme A thioesterase 9, mitochondrial",16,43.1,49.901
Q9Y312,Q9Y312,AAR2,Protein AAR2 homolog,4,14.8,43.472
Q9Y314,Q9Y314,NOSIP,Nitric oxide synthase-interacting protein,4,19.3,33.172
Q9Y315,Q9Y315,DERA,Deoxyribose-phosphate aldolase,10,46.2,35.23
Q9Y316,Q9Y316,MEMO1,Protein MEMO1,1,7.1,33.733
Q9Y320,Q9Y320,TMX2,Thioredoxin-related transmembrane protein 2,7,27.0,34.037
Q9Y324,Q9Y324,FCF1,rRNA-processing protein FCF1 homolog,3,18.7,23.369
Q9Y333,Q9Y333,LSM2,U6 snRNA-associated Sm-like protein LSm2,7,76.8,10.834
Q9Y371,Q9Y371,SH3GLB1,Endophilin-B1,7,19.2,40.796
Q9Y375,Q9Y375,NDUFAF1,"Complex I intermediate-associated protein 30, mitochondrial",5,23.2,37.763
Q9Y376,Q9Y376,CAB39,Calcium-binding protein 39,7,25.5,39.869
Q9Y383,Q9Y383,LUC7L2,Putative RNA-binding protein Luc7-like 2,15,37.5,46.513
Q9Y385,Q9Y385,UBE2J1,Ubiquitin-conjugating enzyme E2 J1,3,13.2,35.198
Q9Y388,Q9Y388,RBMX2,"RNA-binding motif protein, X-linked 2",2,8.7,37.335
Q9Y394,Q9Y394,DHRS7,Dehydrogenase/reductase SDR family member 7,7,26.3,38.298
Q9Y399,Q9Y399,MRPS2,"28S ribosomal protein S2, mitochondrial",2,8.8,33.249
Q9Y3A2,Q9Y3A2,UTP11L,Probable U3 small nucleolar RNA-associated protein 11,7,24.1,30.446
Q9Y3A3,Q9Y3A3,MOB4,MOB-like protein phocein,3,16.4,26.032
Q9Y3A4;Q9NSQ0,Q9Y3A4,RRP7A,Ribosomal RNA-processing protein 7 homolog A,4,22.5,32.334
Q9Y3A5,Q9Y3A5,SBDS,Ribosome maturation protein SBDS,10,39.2,28.763
Q9Y3A6,Q9Y3A6,TMED5,Transmembrane emp24 domain-containing protein 5,3,14.4,26.005
Q9Y3B2,Q9Y3B2,EXOSC1,Exosome complex component CSL4,4,28.7,21.452
Q9Y3B3,Q9Y3B3,TMED7,Transmembrane emp24 domain-containing protein 7,5,29.0,25.171
Q9Y3B4,Q9Y3B4,SF3B6,Splicing factor 3B subunit 6,5,48.0,14.585
Q9Y3B6,Q9Y3B6,EMC9,ER membrane protein complex subunit 9,1,6.2,23.061
Q9Y3B7,Q9Y3B7,MRPL11,"39S ribosomal protein L11, mitochondrial",8,50.0,20.683
Q9Y3B8,Q9Y3B8,REXO2,"Oligoribonuclease, mitochondrial",7,29.5,26.832
Q9Y3B9,Q9Y3B9,RRP15,RRP15-like protein,2,9.6,31.484
Q9Y3C0,Q9Y3C0,CCDC53,WASH complex subunit CCDC53,5,38.7,21.172
Q9Y3C1,Q9Y3C1,NOP16,Nucleolar protein 16,2,10.1,21.188
Q9Y3C4,Q9Y3C4,TPRKB,EKC/KEOPS complex subunit TPRKB,4,29.7,19.661
Q9Y3C5,Q9Y3C5,RNF11,RING finger protein 11,2,13.6,17.444
Q9Y3C6,Q9Y3C6,PPIL1,Peptidyl-prolyl cis-trans isomerase-like 1,7,40.4,18.237
Q9Y3C8,Q9Y3C8,UFC1,Ubiquitin-fold modifier-conjugating enzyme 1,5,28.1,19.458
Q9Y3D0,Q9Y3D0,FAM96B,Mitotic spindle-associated MMXD complex subunit MIP18,2,17.8,17.663
Q9Y3D2,Q9Y3D2,MSRB2,"Methionine-R-sulfoxide reductase B2, mitochondrial",2,12.6,19.536
Q9Y3D3,Q9Y3D3,MRPS16,"28S ribosomal protein S16, mitochondrial",3,20.4,15.345
Q9Y3D6,Q9Y3D6,FIS1,Mitochondrial fission 1 protein,4,31.6,16.937
Q9Y3D7,Q9Y3D7,PAM16,Mitochondrial import inner membrane translocase subunit TIM16,6,53.6,13.825
Q9Y3D8,Q9Y3D8,AK6,Adenylate kinase isoenzyme 6,1,9.3,20.061
Q9Y3D9,Q9Y3D9,MRPS23,"28S ribosomal protein S23, mitochondrial",9,42.1,21.77
Q9Y3E0,Q9Y3E0,GOLT1B,Vesicle transport protein GOT1B,1,6.5,15.425
Q9Y3E1,Q9Y3E1,HDGFRP3,Hepatoma-derived growth factor-related protein 3,5,37.9,22.619
Q9Y3E5,Q9Y3E5,PTRH2,"Peptidyl-tRNA hydrolase 2, mitochondrial",5,44.7,19.193
Q9Y3E7,Q9Y3E7,CHMP3,Charged multivesicular body protein 3,3,11.7,25.073
Q9Y3F4,Q9Y3F4,STRAP,Serine-threonine kinase receptor-associated protein,16,58.6,38.438
Q9Y3I0,Q9Y3I0,RTCB,tRNA-splicing ligase RtcB homolog,25,53.5,55.21
Q9Y3I1,Q9Y3I1,FBXO7,F-box only protein 7,1,1.9,58.502
Q9Y3L5,Q9Y3L5,RAP2C,Ras-related protein Rap-2c,7,48.6,20.745
Q9Y3P9,Q9Y3P9,RABGAP1,Rab GTPase-activating protein 1,21,22.9,121.74
Q9Y3Q3,Q9Y3Q3,TMED3,Transmembrane emp24 domain-containing protein 3,2,11.1,24.777
Q9Y3Q4,Q9Y3Q4,HCN4,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4,1,1.5,129.04
Q9Y3Q8,Q9Y3Q8,TSC22D4,TSC22 domain family protein 4,3,12.9,41.026
Q9Y3S1,Q9Y3S1,WNK2,Serine/threonine-protein kinase WNK2,7,4.1,242.67
Q9Y3S2,Q9Y3S2,ZNF330,Zinc finger protein 330,4,17.2,36.201
Q9Y3T6,Q9Y3T6,R3HCC1,R3H and coiled-coil domain-containing protein 1,2,5.9,49.091
Q9Y3T9,Q9Y3T9,NOC2L,Nucleolar complex protein 2 homolog,9,11.9,84.918
Q9Y3U8,Q9Y3U8,RPL36,60S ribosomal protein L36,8,41.0,12.254
Q9Y3X0,Q9Y3X0,CCDC9,Coiled-coil domain-containing protein 9,2,7.5,59.702
Q9Y3Y2,Q9Y3Y2,CHTOP,Chromatin target of PRMT1 protein,5,28.2,26.396
Q9Y3Z3,Q9Y3Z3,SAMHD1,Deoxynucleoside triphosphate triphosphohydrolase SAMHD1,21,41.5,72.2
Q9Y426,Q9Y426,C2CD2,C2 domain-containing protein 2,3,6.6,75.532
Q9Y450,Q9Y450,HBS1L,HBS1-like protein,19,36.8,75.472
Q9Y467,Q9Y467,SALL2,Sal-like protein 2,7,12.1,105.31
Q9Y478,Q9Y478,PRKAB1,5-AMP-activated protein kinase subunit beta-1,7,48.1,30.382
Q9Y484,Q9Y484,WDR45,WD repeat domain phosphoinositide-interacting protein 4,4,11.9,39.867
Q9Y485,Q9Y485,DMXL1,DmX-like protein 1,8,3.4,337.83
Q9Y487,Q9Y487,ATP6V0A2,V-type proton ATPase 116 kDa subunit a isoform 2,2,3.3,98.081
Q9Y490,Q9Y490,TLN1,Talin-1,89,49.5,269.76
Q9Y496;Q6ZMV9,Q9Y496,KIF3A,Kinesin-like protein KIF3A,9,14.3,80.04
Q9Y4A5,Q9Y4A5,TRRAP,Transformation/transcription domain-associated protein,20,6.8,437.6
Q9Y4B4,Q9Y4B4,RAD54L2,Helicase ARIP4,1,0.7,162.77
Q9Y4B5,Q9Y4B5,MTCL1,Microtubule cross-linking factor 1,7,4.6,209.52
Q9Y4B6,Q9Y4B6,VPRBP,Protein VPRBP,14,11.9,169.01
Q9Y4C1,Q9Y4C1,KDM3A,Lysine-specific demethylase 3A,4,3.9,147.34
Q9Y4C2,Q9Y4C2,TCAF1,TRPM8 channel-associated factor 1,8,10.5,102.12
Q9Y4C8,Q9Y4C8,RBM19,Probable RNA-binding protein 19,6,7.2,107.33
Q9Y4D1;Q86T65,Q9Y4D1,DAAM1,Disheveled-associated activator of morphogenesis 1,7,6.7,123.47
Q9Y4D7,Q9Y4D7,PLXND1,Plexin-D1,7,4.0,212.0
Q9Y4D8,Q9Y4D8,HECTD4,Probable E3 ubiquitin-protein ligase HECTD4,21,7.2,439.34
Q9Y4E1,Q9Y4E1,FAM21C,WASH complex subunit FAM21C,17,20.6,144.91
Q9Y4E5,Q9Y4E5,ZNF451,Zinc finger protein 451,5,6.1,121.48
Q9Y4E6,Q9Y4E6,WDR7,WD repeat-containing protein 7,9,8.9,163.81
Q9Y4E8,Q9Y4E8,USP15,Ubiquitin carboxyl-terminal hydrolase 15,17,20.1,112.42
Q9Y4F1,Q9Y4F1,FARP1,"FERM, RhoGEF and pleckstrin domain-containing protein 1",18,19.2,118.63
Q9Y4F3,Q9Y4F3,KIAA0430,Meiosis arrest female protein 1,2,1.0,192.86
Q9Y4G6,Q9Y4G6,TLN2,Talin-2,35,20.8,271.61
Q9Y4G8,Q9Y4G8,RAPGEF2,Rap guanine nucleotide exchange factor 2,8,6.7,167.41
Q9Y4I1,Q9Y4I1,MYO5A,Unconventional myosin-Va,42,24.5,215.4
Q9Y4J8;O60941,Q9Y4J8;O60941,DTNA;DTNB,Dystrobrevin alpha;Dystrobrevin beta,4,7.3,83.9
Q9Y4K3,Q9Y4K3,TRAF6,TNF receptor-associated factor 6,5,15.7,59.573
Q9Y4K4,Q9Y4K4,MAP4K5,Mitogen-activated protein kinase kinase kinase kinase 5,6,8.4,95.023
Q9Y4L1,Q9Y4L1,HYOU1,Hypoxia up-regulated protein 1,44,49.2,111.33
Q9Y4P1,Q9Y4P1,ATG4B,Cysteine protease ATG4B,6,20.4,44.294
Q9Y4P3,Q9Y4P3,TBL2,Transducin beta-like protein 2,16,42.1,49.797
Q9Y4P8,Q9Y4P8,WIPI2,WD repeat domain phosphoinositide-interacting protein 2,5,14.8,49.408
Q9Y4W2,Q9Y4W2,LAS1L,Ribosomal biogenesis protein LAS1L,11,21.0,83.064
Q9Y4W6,Q9Y4W6,AFG3L2,AFG3-like protein 2,22,33.8,88.583
Q9Y4X5,Q9Y4X5,ARIH1,E3 ubiquitin-protein ligase ARIH1,7,12.7,64.117
Q9Y4Y9,Q9Y4Y9,LSM5,U6 snRNA-associated Sm-like protein LSm5,2,46.2,9.9374
Q9Y4Z0,Q9Y4Z0,LSM4,U6 snRNA-associated Sm-like protein LSm4,6,30.9,15.35
Q9Y508,Q9Y508,RNF114,E3 ubiquitin-protein ligase RNF114,7,42.1,25.694
Q9Y512,Q9Y512,SAMM50,Sorting and assembly machinery component 50 homolog,9,21.5,51.976
Q9Y520,Q9Y520,PRRC2C,Protein PRRC2C,26,13.5,316.91
Q9Y530,Q9Y530,OARD1,O-acetyl-ADP-ribose deacetylase 1,8,56.6,17.025
Q9Y546,Q9Y546,LRRC42,Leucine-rich repeat-containing protein 42,2,4.4,48.571
