Protein_IDs,Gene_names,Protein_names,3P_1,3P_2,3P_3,SIC_1,SIC_2,SIC_3
Q9H6L5,FAM134B,Protein FAM134B,3383200,3911900,4019400,2582200,1788300,2136900
Q9H6P5,TASP1,Threonine aspartase 1;Threonine aspartase subunit alpha;Threonine aspartase subunit beta,33203000,0,34762000,0,0,43034000
Q9H6Q4,NARFL,Cytosolic Fe-S cluster assembly factor NARFL,3691600,3518300,3116000,3233100,2107200,2089000
Q9H6R0,DHX33,Putative ATP-dependent RNA helicase DHX33,0,0,4730200,4972300,5947000,4806800
Q9H6R3,ACSS3,"Acyl-CoA synthetase short-chain family member 3, mitochondrial",4886600,8183800,3868500,12465000,9278800,9297200
Q9H6R4,NOL6,Nucleolar protein 6,0,0,0,5763200,3475800,3858000
Q9H6R6,ZDHHC6,Palmitoyltransferase ZDHHC6,2468300,2350600,0,2436600,2791200,3368100
Q9H6R7,C2orf44,WD repeat and coiled-coil-containing protein C2orf44,0,0,0,3016200,4136900,3060200
Q9H6S0,YTHDC2,Probable ATP-dependent RNA helicase YTHDC2,969070,1318900,1294200,1976400,2135200,1901500
Q9H6S3,EPS8L2,Epidermal growth factor receptor kinase substrate 8-like protein 2,0,0,0,0,0,482220
Q9H6T3,RPAP3,RNA polymerase II-associated protein 3,37639000,41314000,35628000,42619000,47457000,37768000
Q9H6U6,BCAS3,Breast carcinoma-amplified sequence 3,4941500,4732600,4785000,4731800,4886700,4407700
Q9H6U8,ALG9,"Alpha-1,2-mannosyltransferase ALG9",8253400,8402800,7547600,8237400,6547400,7266300
Q9H6V9,C2orf43,UPF0554 protein C2orf43,0,4338700,3876800,7122100,4314800,8499400
Q9H6W3,NO66,Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66,0,0,0,0,0,1574800
Q9H6X2,ANTXR1,Anthrax toxin receptor 1,10128000,4645800,10613000,2060700,2760800,0
Q9H6Y2,WDR55,WD repeat-containing protein 55,0,0,0,2220800,3508400,0
Q9H6Z4,RANBP3,Ran-binding protein 3,40121000,45627000,53844000,55376000,49846000,53482000
Q9H772,GREM2,Gremlin-2,0,0,0,0,3023500,3419000
Q9H773,DCTPP1,dCTP pyrophosphatase 1,0,0,0,12879000,0,18225000
Q9H777,ELAC1,Zinc phosphodiesterase ELAC protein 1,0,0,0,0,0,957340
Q9H7B2,RPF2,Ribosome production factor 2 homolog,5405200,5666300,6641600,14303000,13887000,18371000
Q9H7B4,SMYD3,Histone-lysine N-methyltransferase SMYD3,18473000,23194000,19073000,18488000,22874000,16815000
Q9H7C9,AAMDC,Mth938 domain-containing protein,6273200,4348800,3793400,3771100,4285500,4592200
Q9H7D0,DOCK5,Dedicator of cytokinesis protein 5,0,0,0,1136500,1024100,0
Q9H7D7,WDR26,WD repeat-containing protein 26,7486400,9079500,9894300,9024600,10663000,9213700
Q9H7E9,C8orf33,UPF0488 protein C8orf33,5098000,4950900,5904900,5324500,0,0
Q9H7L9,SUDS3,Sin3 histone deacetylase corepressor complex component SDS3,0,0,0,0,0,2713200
Q9H7N4,SCAF1,"Splicing factor, arginine/serine-rich 19",0,0,0,0,0,3771800
Q9H7P6,MVB12B,Multivesicular body subunit 12B,5914900,6024500,4326300,5110100,4686800,4475200
Q9H7V2,SYNDIG1,Synapse differentiation-inducing gene protein 1,0,0,0,0,0,515520
Q9H7X7,IFT22,Intraflagellar transport protein 22 homolog,5535700,5246300,5992500,0,4969700,4522200
Q9H7Z6,KAT8,Histone acetyltransferase KAT8,0,0,0,0,0,3443400
Q9H7Z7,PTGES2,Prostaglandin E synthase 2;Prostaglandin E synthase 2 truncated form,18517000,27219000,28681000,17085000,21876000,13151000
Q9H813,TMEM206,Transmembrane protein 206,0,0,0,0,0,2244200
Q9H814,PHAX,Phosphorylated adapter RNA export protein,0,0,0,0,1863000,0
Q9H832,UBE2Z,Ubiquitin-conjugating enzyme E2 Z,20242000,10911000,10696000,13156000,13027000,7636600
Q9H845,ACAD9,"Acyl-CoA dehydrogenase family member 9, mitochondrial",34005000,36543000,50836000,44208000,54006000,40304000
Q9H857,NT5DC2,5-nucleotidase domain-containing protein 2,5440100,5116100,4969900,5422500,5577700,6248600
Q9H871,RMND5A,Protein RMD5 homolog A,0,0,0,0,0,2606300
Q9H892,TTC12,Tetratricopeptide repeat protein 12,0,0,0,0,0,427790
Q9H8G2,CAAP1,Caspase activity and apoptosis inhibitor 1,19617000,19249000,14319000,35027000,42638000,46479000
Q9H8H0,NOL11,Nucleolar protein 11,0,0,4377600,19064000,20245000,19273000
Q9H8H2,DDX31,Probable ATP-dependent RNA helicase DDX31,0,0,0,1579000,2300700,0
Q9H8H3,METTL7A,Methyltransferase-like protein 7A,0,0,0,0,0,5457500
Q9H8M2,BRD9,Bromodomain-containing protein 9,2127300,0,0,3958800,2841700,0
Q9H8M5;Q6P4Q7,CNNM2,Metal transporter CNNM2,3184900,3668100,0,6037000,7084600,4183800
Q9H8M7,FAM188A,Protein FAM188A,0,0,0,5309900,0,0
Q9H8T0,AKTIP,AKT-interacting protein,2712800,2401000,2278100,0,1724400,0
Q9H8U3,ZFAND3,AN1-type zinc finger protein 3,0,2786000,3454000,3483500,0,0
Q9H8V3,ECT2,Protein ECT2,0,0,0,1487000,1614700,1944400
Q9H8Y5,ANKZF1,Ankyrin repeat and zinc finger domain-containing protein 1,0,3438400,7066200,3624900,9891000,2509900
Q9H8Y8,GORASP2,Golgi reassembly-stacking protein 2,115790000,103710000,124190000,45834000,47744000,54753000
Q9H900,ZWILCH,Protein zwilch homolog,0,0,0,0,3292000,0
Q9H902,REEP1,Receptor expression-enhancing protein 1,2268200,1828500,2489400,2510600,2396100,2795900
Q9H910,HN1L,Hematological and neurological expressed 1-like protein,59768000,54721000,50393000,68956000,71301000,73969000
Q9H936;Q9H1K4,SLC25A22,Mitochondrial glutamate carrier 1,96217000,88804000,107920000,74143000,71572000,66880000
Q9H939,PSTPIP2,Proline-serine-threonine phosphatase-interacting protein 2,0,0,0,2357300,0,1638700
Q9H944,MED20,Mediator of RNA polymerase II transcription subunit 20,5310500,5550000,5887000,6369100,6773100,6775300
Q9H967,WDR76,WD repeat-containing protein 76,0,0,0,0,0,1212200
Q9H974,QTRTD1,Queuine tRNA-ribosyltransferase subunit QTRTD1,3275900,0,0,3721800,3994700,3588300
Q9H977,WDR54,WD repeat-containing protein 54,0,0,0,0,0,918770
Q9H981,ACTR8,Actin-related protein 8,0,0,1423100,2000600,0,0
Q9H993,ARMT1,Protein-glutamate O-methyltransferase,25449000,24479000,19053000,90366000,93785000,74104000
Q9H9A5,CNOT10,CCR4-NOT transcription complex subunit 10,12048000,14099000,10836000,14003000,12391000,18023000
Q9H9A6,LRRC40,Leucine-rich repeat-containing protein 40,40717000,36253000,33757000,83664000,75164000,80248000
Q9H9B1,EHMT1,Histone-lysine N-methyltransferase EHMT1,3145400,3657200,3204600,7353800,6534000,8845300
Q9H9B4,SFXN1,Sideroflexin-1,337760000,303140000,412680000,283490000,309050000,325710000
Q9H9C1,VIPAS39,Spermatogenesis-defective protein 39 homolog,7181000,8026800,6098300,10048000,8479300,6266700
Q9H9E3,COG4,Conserved oligomeric Golgi complex subunit 4,11115000,14703000,15877000,13832000,10600000,12411000
Q9H9F9,ACTR5,Actin-related protein 5,0,0,0,1363700,1303500,1344300
Q9H9G7;Q9HCK5,AGO3,Protein argonaute-3,9194400,8793400,9294300,2370200,5566500,5535700
Q9H9H4,VPS37B,Vacuolar protein sorting-associated protein 37B,13727000,11774000,12955000,21865000,18374000,16182000
Q9H9J2,MRPL44,"39S ribosomal protein L44, mitochondrial",24562000,33671000,32083000,45076000,37861000,38287000
Q9H9L3,ISG20L2,Interferon-stimulated 20 kDa exonuclease-like 2,2248900,1972800,2325400,3647400,5137800,2552900
Q9H9P8,L2HGDH,"L-2-hydroxyglutarate dehydrogenase, mitochondrial",10743000,12230000,11486000,15377000,13459000,13382000
Q9H9Q2,COPS7B,COP9 signalosome complex subunit 7b,18474000,13085000,17699000,23740000,0,18718000
Q9H9R9,DBNDD1,Dysbindin domain-containing protein 1,0,0,0,0,456800,0
Q9H9S4,CAB39L,Calcium-binding protein 39-like,0,0,404080,0,0,0
Q9H9T3,ELP3,Elongator complex protein 3,25080000,20254000,20788000,20479000,22771000,21238000
Q9H9Y2,RPF1,Ribosome production factor 1,0,900850,1176400,1496600,1199200,2195600
Q9H9Y4,GPN2,GPN-loop GTPase 2,0,0,0,0,0,3870000
Q9H9Y6,POLR1B,DNA-directed RNA polymerase I subunit RPA2,1894500,2802100,1961700,5919700,6707600,5521700
Q9H9Z2,LIN28A,Protein lin-28 homolog A,0,0,0,196540000,193130000,187370000
Q9HA38,ZMAT3,Zinc finger matrin-type protein 3,0,0,0,1434600,1658700,0
Q9HA47,UCK1,Uridine-cytidine kinase 1,3309200,4276400,4481800,7159200,7017200,7022600
Q9HA64,FN3KRP,Ketosamine-3-kinase,20428000,16940000,14411000,17037000,18280000,14337000
Q9HA65,TBC1D17,TBC1 domain family member 17,1688900,0,0,0,0,1195400
Q9HA77,CARS2,"Probable cysteine--tRNA ligase, mitochondrial",18206000,17790000,19325000,18896000,19346000,16677000
Q9HA90,EFCC1,EF-hand and coiled-coil domain-containing protein 1,7561400,5621300,7116600,1225700,0,0
Q9HAB8,PPCS,Phosphopantothenate--cysteine ligase,9351200,5856400,7398200,9695400,7887400,7197100
Q9HAC7,SUGCT,Succinate--hydroxymethylglutarate CoA-transferase,0,0,0,6215700,8085800,5778700
Q9HAC8;Q8WUN7,UBTD1;UBTD2,Ubiquitin domain-containing protein 1;Ubiquitin domain-containing protein 2,3712000,4914600,4942200,2718200,2438400,3119900
Q9HAD4,WDR41,WD repeat-containing protein 41,0,4814100,938140,1273000,3841600,989800
Q9HAF1,MEAF6,Chromatin modification-related protein MEAF6,0,0,0,670330,0,0
Q9HAN9,NMNAT1,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1,0,0,0,8101500,7539200,0
Q9HAR2,LPHN3,Latrophilin-3,5259800,5241000,6682900,9204200,11283000,10766000
Q9HAS0,C17orf75,Protein Njmu-R1,0,3890300,4174400,0,0,4085800
Q9HAT2,SIAE,Sialate O-acetylesterase,141550000,131090000,198780000,29749000,33095000,52490000
Q9HAU0,PLEKHA5,Pleckstrin homology domain-containing family A member 5,44568000,49056000,45125000,19364000,22335000,16131000
Q9HAU5,UPF2,Regulator of nonsense transcripts 2,8588800,8706600,8315400,12212000,11438000,13842000
Q9HAV0,GNB4,Guanine nucleotide-binding protein subunit beta-4,66646000,51481000,43800000,9198400,11827000,5047700
Q9HAV4,XPO5,Exportin-5,157410000,129200000,142120000,302620000,286950000,298770000
Q9HAV7,GRPEL1,"GrpE protein homolog 1, mitochondrial",35772000,43783000,53679000,48103000,48105000,47922000
Q9HB07,C12orf10,"UPF0160 protein MYG1, mitochondrial",51108000,38442000,37522000,29388000,31629000,37874000
Q9HB19,PLEKHA2,Pleckstrin homology domain-containing family A member 2,0,0,0,0,0,0
Q9HB40,SCPEP1,Retinoid-inducible serine carboxypeptidase,7299000,6817700,6533200,9807300,9138700,8718800
Q9HB66,MKKS,,5546200,0,6062400,9789600,7369400,9106200
Q9HB71,CACYBP,Calcyclin-binding protein,185010000,172720000,137420000,341010000,401510000,290820000
Q9HB90;Q9NQL2,RRAGC;RRAGD,Ras-related GTP-binding protein C;Ras-related GTP-binding protein D,38058000,24803000,27030000,18721000,22112000,22302000
Q9HBE1,PATZ1,"POZ-, AT hook-, and zinc finger-containing protein 1",0,0,0,2408300,1302100,2616400
Q9HBF4,ZFYVE1,Zinc finger FYVE domain-containing protein 1,6743900,0,4488100,3915000,0,3898000
Q9HBG6,IFT122,Intraflagellar transport protein 122 homolog,13571000,13902000,12046000,7888100,8635700,6329900
Q9HBH1,PDF,"Peptide deformylase, mitochondrial",0,0,0,0,0,668080
Q9HBH5,RDH14,Retinol dehydrogenase 14,5838000,6027400,6395100,3164100,2625400,2890600
Q9HBK9,AS3MT,Arsenite methyltransferase,3713100,4028400,3507600,4439300,4085500,4374400
Q9HBL7,PLGRKT,Plasminogen receptor (KT),0,0,8403100,0,0,0
Q9HBM0,VEZT,Vezatin,5758200,7583000,5451300,6848600,9527900,6089800
Q9HBM1,SPC25,Kinetochore protein Spc25,1642400,1794700,1243000,5140300,4214500,2530300
Q9HBM6,TAF9B,Transcription initiation factor TFIID subunit 9B,0,0,0,2931700,3020800,3019300
Q9HBR0,SLC38A10,Putative sodium-coupled neutral amino acid transporter 10,0,0,0,707890,0,0
Q9HBU6,ETNK1,Ethanolamine kinase 1,0,0,0,5517700,0,0
Q9HBZ2,ARNT2,Aryl hydrocarbon receptor nuclear translocator 2,3954400,5767900,4383200,0,0,0
Q9HC07,TMEM165,Transmembrane protein 165,15908000,21969000,17843000,14240000,18124000,11462000
Q9HC35,EML4,Echinoderm microtubule-associated protein-like 4,29399000,27883000,24503000,36820000,42761000,32304000
Q9HC36,RNMTL1,"rRNA methyltransferase 3, mitochondrial",0,3067500,3064700,3562200,3397900,4238300
Q9HC38,GLOD4,Glyoxalase domain-containing protein 4,227170000,192930000,185700000,167140000,194550000,177270000
Q9HC52,CBX8,Chromobox protein homolog 8,78492000,211920000,107350000,256360000,211300000,113500000
Q9HC78;Q96K62,ZBTB20,Zinc finger and BTB domain-containing protein 20,2460400,2229800,2430900,0,0,0
Q9HC98,NEK6,Serine/threonine-protein kinase Nek6,6274100,4897600,5418700,3309100,4051800,3092300
Q9HCB6,SPON1,Spondin-1,183050000,272570000,156660000,2284700,3952900,0
Q9HCC0,MCCC2,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",158960000,157440000,176380000,121190000,115540000,110690000
Q9HCC8,GDPD2,Glycerophosphoinositol inositolphosphodiesterase GDPD2,24460000,25839000,25146000,0,0,0
Q9HCD5,NCOA5,Nuclear receptor coactivator 5,9189000,8643000,11099000,12591000,13693000,12519000
Q9HCE1,MOV10,Putative helicase MOV-10,11154000,12262000,12255000,5410000,3861300,4986000
Q9HCE3,ZNF532,Zinc finger protein 532,7829100,7856500,8465300,26009000,20147000,23112000
Q9HCE5,METTL14,N6-adenosine-methyltransferase subunit METTL14,0,0,3983400,10207000,11503000,0
Q9HCE6,ARHGEF10L,Rho guanine nucleotide exchange factor 10-like protein,0,1516700,0,2105700,2011500,1959500
Q9HCE9,ANO8,Anoctamin-8,0,0,0,7301300,0,0
Q9HCG8,CWC22,Pre-mRNA-splicing factor CWC22 homolog,1252700,1139000,1213100,1918000,2191300,3728300
Q9HCJ0,TNRC6C,Trinucleotide repeat-containing gene 6C protein,933070,0,0,0,0,0
Q9HCJ6,VAT1L,Synaptic vesicle membrane protein VAT-1 homolog-like,217140000,179850000,188550000,115490000,131380000,137650000
Q9HCK8,CHD8,Chromodomain-helicase-DNA-binding protein 8,6377900,9470300,5333600,11758000,13761000,10954000
Q9HCM2,PLXNA4,Plexin-A4,16324000,16058000,15563000,0,0,0
Q9HCM3,KIAA1549,UPF0606 protein KIAA1549,1825400,1522400,642440,1158800,0,1333000
Q9HCM4;Q9H329,EPB41L5,Band 4.1-like protein 5,34165000,47027000,33666000,32697000,36355000,36215000
Q9HCN3,TMEM8A,Transmembrane protein 8A,0,0,1424700,0,0,0
Q9HCN4,GPN1,GPN-loop GTPase 1,6451000,5551500,6340400,4027700,2379400,4378700
Q9HCN8,SDF2L1,Stromal cell-derived factor 2-like protein 1,57123000,72581000,51575000,35589000,50012000,40299000
Q9HCS7,XAB2,Pre-mRNA-splicing factor SYF1,8136800,9817600,8692900,15790000,14804000,17986000
Q9HCU4,CELSR2,Cadherin EGF LAG seven-pass G-type receptor 2,33086000,32756000,38050000,17167000,18218000,21043000
Q9HCU5,PREB,Prolactin regulatory element-binding protein,35347000,43775000,43365000,30151000,38614000,34793000
Q9HD15,SRA1,Steroid receptor RNA activator 1,0,0,0,0,0,2283700
Q9HD20,ATP13A1,Manganese-transporting ATPase 13A1,94701000,120480000,109100000,64020000,69621000,59609000
Q9HD23,MRS2,"Magnesium transporter MRS2 homolog, mitochondrial",0,0,0,7301500,7761600,6357400
Q9HD26,GOPC,Golgi-associated PDZ and coiled-coil motif-containing protein,5319900,5127300,7119200,8979500,13296000,9715800
Q9HD33,MRPL47,"39S ribosomal protein L47, mitochondrial",29334000,33201000,26540000,31524000,33720000,30156000
Q9HD34,LYRM4,LYR motif-containing protein 4,11591000,12902000,11373000,9642000,9645000,11430000
Q9HD40,SEPSECS,O-phosphoseryl-tRNA(Sec) selenium transferase,3037700,2483900,1968700,5062200,7587900,5135700
Q9HD42,CHMP1A,Charged multivesicular body protein 1a,16434000,18432000,9859100,14581000,12051000,12730000
Q9HD45,TM9SF3,Transmembrane 9 superfamily member 3,72407000,78482000,73990000,85294000,81034000,75472000
Q9HD67,MYO10,Unconventional myosin-X,2135900,1878600,0,3980600,5130700,3043900
Q9HDC9,APMAP,Adipocyte plasma membrane-associated protein,254960000,240210000,263330000,331230000,278500000,269790000
Q9NNW5,WDR6,WD repeat-containing protein 6,2762500,3365100,1862100,4202700,4462500,0
Q9NNW7,TXNRD2,"Thioredoxin reductase 2, mitochondrial",9736400,8369000,12206000,13083000,12215000,12229000
Q9NP50,FAM60A,Protein FAM60A,0,0,0,3278600,0,2735300
Q9NP58,ABCB6,"ATP-binding cassette sub-family B member 6, mitochondrial",4631200,4536600,5096600,0,0,0
Q9NP61,ARFGAP3,ADP-ribosylation factor GTPase-activating protein 3,20826000,21343000,19041000,15163000,12962000,13425000
Q9NP64,ZCCHC17,Nucleolar protein of 40 kDa,3902800,6080100,4259800,9267800,8791700,8003500
Q9NP66,HMG20A,High mobility group protein 20A,4614500,2644700,3069100,2794300,3192100,4042600
Q9NP72,RAB18,Ras-related protein Rab-18,167000000,169110000,144620000,193980000,184840000,182800000
Q9NP73,ALG13,Putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13,0,0,0,0,283480,0
Q9NP74,PALMD,Palmdelphin,4813300,6190900,2911200,0,0,0
Q9NP77,SSU72,RNA polymerase II subunit A C-terminal domain phosphatase SSU72,8320000,7996500,8377000,13963000,13483000,9572300
Q9NP79,VTA1,Vacuolar protein sorting-associated protein VTA1 homolog,594820000,619630000,559160000,466200000,485190000,463100000
Q9NP80,PNPLA8,Calcium-independent phospholipase A2-gamma,14299000,11385000,12422000,6963400,9491300,5851100
Q9NP81,SARS2,"Serine--tRNA ligase, mitochondrial",13463000,12873000,15430000,23708000,21137000,22897000
Q9NP90,RAB9B,Ras-related protein Rab-9B,2716800,2738200,3399400,0,0,0
Q9NP92,MRPS30,"28S ribosomal protein S30, mitochondrial",17417000,20086000,18728000,16217000,20357000,19135000
Q9NP97;Q8TF09,DYNLRB1;DYNLRB2,Dynein light chain roadblock-type 1;Dynein light chain roadblock-type 2,150830000,123490000,136990000,60896000,64612000,70354000
Q9NPA0,EMC7,ER membrane protein complex subunit 7,23112000,24359000,23957000,24793000,21029000,24466000
Q9NPA8,ENY2,Transcription and mRNA export factor ENY2,14439000,13622000,14532000,20233000,15305000,18039000
Q9NPB8,GPCPD1,Glycerophosphocholine phosphodiesterase GPCPD1,0,0,0,8750600,10494000,4956300
Q9NPD3,EXOSC4,Exosome complex component RRP41,7863500,0,0,12236000,13860000,18477000
Q9NPE3,NOP10,H/ACA ribonucleoprotein complex subunit 3,9122600,0,0,0,20631000,0
Q9NPF0,CD320,CD320 antigen,0,0,3564100,0,0,0
Q9NPF4,OSGEP,Probable tRNA N6-adenosine threonylcarbamoyltransferase,10948000,10966000,12520000,9895200,11103000,7971000
Q9NPF5,DMAP1,DNA methyltransferase 1-associated protein 1,5064100,6980800,6120900,11045000,7661800,9918800
Q9NPH0,ACP6,Lysophosphatidic acid phosphatase type 6,4704500,4752100,6031500,3584600,0,3171300
Q9NPH2,ISYNA1,Inositol-3-phosphate synthase 1,141020000,191630000,156390000,169160000,176140000,136220000
Q9NPH3,IL1RAP,Interleukin-1 receptor accessory protein,0,3541600,0,0,0,0
Q9NPI1,BRD7,Bromodomain-containing protein 7,2252500,3067700,2077800,5049800,4778700,4412800
Q9NPI6,DCP1A,mRNA-decapping enzyme 1A,8341800,9632900,8025600,15638000,14372000,9646200
Q9NPJ3,ACOT13,"Acyl-coenzyme A thioesterase 13;Acyl-coenzyme A thioesterase 13, N-terminally processed",240930000,241140000,280670000,216090000,191840000,191780000
Q9NPJ6,MED4,Mediator of RNA polymerase II transcription subunit 4,0,0,0,7320400,5927900,5910900
Q9NPL8,TIMMDC1,"Complex I assembly factor TIMMDC1, mitochondrial",0,0,0,0,0,1653300
Q9NPQ8,RIC8A,Synembryn-A,46656000,53319000,37960000,40382000,46857000,41914000
Q9NQ11,ATP13A2,Probable cation-transporting ATPase 13A2,0,1553500,1902000,0,0,0
Q9NQ29,LUC7L,Putative RNA-binding protein Luc7-like 1,8683900,9744600,9520800,11134000,15172000,11414000
Q9NQ39,RPS10P5,Putative 40S ribosomal protein S10-like,0,0,0,0,0,894160
Q9NQ48,LZTFL1,Leucine zipper transcription factor-like protein 1,38719000,44149000,35343000,15920000,19697000,23175000
Q9NQ50,MRPL40,"39S ribosomal protein L40, mitochondrial",17177000,0,24693000,143230000,63725000,0
Q9NQ55,PPAN,Suppressor of SWI4 1 homolog,0,0,0,7696700,11362000,0
Q9NQ66,PLCB1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1",9697500,7917000,5305200,4704100,3405100,1839700
Q9NQ84,GPRC5C,G-protein coupled receptor family C group 5 member C,4458900,4642300,4210100,0,0,0
Q9NQ86,TRIM36,E3 ubiquitin-protein ligase TRIM36,4711200,0,2743000,4721700,3635200,3258700
Q9NQ88,TIGAR,"Fructose-2,6-bisphosphatase TIGAR",92542000,100560000,76838000,110610000,126360000,110710000
Q9NQ89,C12orf4,Protein C12orf4,0,0,0,0,2713400,0
Q9NQ92,COPRS,Coordinator of PRMT5 and differentiation stimulator,2212400,0,1043300,0,0,0
Q9NQC3,RTN4,Reticulon-4,1158400000,822280000,1032900000,853600000,939300000,764000000
Q9NQC8,IFT46,Intraflagellar transport protein 46 homolog,0,0,0,0,1648200,0
Q9NQE9,HINT3,Histidine triad nucleotide-binding protein 3,20733000,26173000,16720000,18258000,20459000,18388000
Q9NQG5,RPRD1B,Regulation of nuclear pre-mRNA domain-containing protein 1B,51197000,61805000,54502000,83819000,103960000,113350000
Q9NQH7,XPNPEP3,Probable Xaa-Pro aminopeptidase 3,0,6425300,5813600,9522200,8968500,7253600
Q9NQP4,PFDN4,Prefoldin subunit 4,51719000,46995000,38556000,41613000,45844000,32556000
Q9NQR4,NIT2,Omega-amidase NIT2,151630000,146620000,124600000,161510000,212410000,138160000
Q9NQS1,AVEN,Cell death regulator Aven,0,3588300,0,0,0,0
Q9NQS3,PVRL3,Nectin-3,0,406710,0,0,0,0
Q9NQS7,INCENP,Inner centromere protein,0,0,0,3278000,3065100,2982000
Q9NQT4,EXOSC5,Exosome complex component RRP46,0,0,0,6259600,0,5733800
Q9NQT5,EXOSC3,Exosome complex component RRP40,16612000,22032000,13889000,58521000,53504000,55852000
Q9NQT8,KIF13B,Kinesin-like protein KIF13B,19662000,28713000,18508000,2925600,6424000,5048100
Q9NQW6,ANLN,Actin-binding protein anillin,0,0,0,0,0,1854500
